31/12/2023 22:32:11 - : ERROR al instalar complementos La mejor coincidencia de método sobrecargado para 'STR_ADDONPERU_INSTALADOR.FrmInstalador.ProcessNewElement(ref object, string, string, ref int, ref int)' tiene algunos argumentos no válidos
31/12/2023 22:39:32 - : Ya existe en SAP complemento Campo BPP_AMTZ de la tabla:  @BPP_DINTANG
31/12/2023 22:39:33 - : Ya existe en SAP complemento Campo BPP_DESC de la tabla:  @BPP_DINTANG
31/12/2023 22:39:35 - : Ya existe en SAP complemento Campo BPP_FECH de la tabla:  @BPP_DINTANG
31/12/2023 22:39:36 - : Ya existe en SAP complemento Campo BPP_NETO de la tabla:  @BPP_DINTANG
31/12/2023 22:39:37 - : Ya existe en SAP complemento Campo BPP_TINT de la tabla:  @BPP_DINTANG
31/12/2023 22:39:38 - : Ya existe en SAP complemento Campo BPP_TMOV de la tabla:  @BPP_DINTANG
31/12/2023 22:39:39 - : Ya existe en SAP complemento Campo BPP_VINT de la tabla:  @BPP_DINTANG
31/12/2023 22:39:40 - : Ya existe en SAP complemento Campo BPP_MEMO de la tabla:  @BPP_HVALORES
31/12/2023 22:39:41 - : Ya existe en SAP complemento Campo BPP_PERI de la tabla:  @BPP_HVALORES
31/12/2023 22:39:42 - : Ya existe en SAP complemento Campo BPP_CANT de la tabla:  @BPP_DVALORES
31/12/2023 22:39:43 - : Ya existe en SAP complemento Campo BPP_CTOT de la tabla:  @BPP_DVALORES
31/12/2023 22:39:44 - : Ya existe en SAP complemento Campo BPP_DENO de la tabla:  @BPP_DVALORES
31/12/2023 22:39:45 - : Ya existe en SAP complemento Campo BPP_EMIS de la tabla:  @BPP_DVALORES
31/12/2023 22:39:46 - : Ya existe en SAP complemento Campo BPP_NDOC de la tabla:  @BPP_DVALORES
31/12/2023 22:39:47 - : Ya existe en SAP complemento Campo BPP_PTOT de la tabla:  @BPP_DVALORES
31/12/2023 22:39:48 - : Ya existe en SAP complemento Campo BPP_TDOC de la tabla:  @BPP_DVALORES
31/12/2023 22:39:50 - : Ya existe en SAP complemento Campo BPP_TMOV de la tabla:  @BPP_DVALORES
31/12/2023 22:39:51 - : Ya existe en SAP complemento Campo BPP_TOTN de la tabla:  @BPP_DVALORES
31/12/2023 22:39:52 - : Ya existe en SAP complemento Campo BPP_VNOM de la tabla:  @BPP_DVALORES
31/12/2023 22:39:53 - : Ya existe en SAP complemento Campo BPP_PPCC de la tabla:  @BPP_PRMPER
31/12/2023 22:39:54 - : Ya existe en SAP complemento Campo BPP_PPRE de la tabla:  @BPP_PRMPER
31/12/2023 22:39:55 - : Ya existe en SAP complemento Campo BPP_PPCI de la tabla:  @BPP_PRMPER
31/12/2023 22:39:56 - : Ya existe en SAP complemento Campo BPP_PPRI de la tabla:  @BPP_PRMPER
31/12/2023 22:39:57 - : Ya existe en SAP complemento Campo BPP_PPRC de la tabla:  @BPP_PRMPER
31/12/2023 22:39:58 - : Ya existe en SAP complemento Campo BPP_PPRS de la tabla:  @BPP_PRMPER
31/12/2023 22:39:59 - : Ya existe en SAP complemento Campo BPP_PPIA de la tabla:  @BPP_PRMPER
31/12/2023 22:40:00 - : Ya existe en SAP complemento Campo BPP_PPAR de la tabla:  @BPP_PRMPER
31/12/2023 22:40:01 - : Ya existe en SAP complemento Campo BPP_CHEF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:02 - : Ya existe en SAP complemento Campo BPP_CHRE de la tabla:  @BPP_PRMPER
31/12/2023 22:40:03 - : Ya existe en SAP complemento Campo BPP_COED de la tabla:  @BPP_PRMPER
31/12/2023 22:40:04 - : Ya existe en SAP complemento Campo BPP_EFEF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:05 - : Ya existe en SAP complemento Campo BPP_EFRE de la tabla:  @BPP_PRMPER
31/12/2023 22:40:06 - : Ya existe en SAP complemento Campo BPP_FLPR de la tabla:  @BPP_PRMPER
31/12/2023 22:40:08 - : Ya existe en SAP complemento Campo BPP_INCO de la tabla:  @BPP_PRMPER
31/12/2023 22:40:09 - : Ya existe en SAP complemento Campo BPP_LTEF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:10 - : Ya existe en SAP complemento Campo BPP_LTRE de la tabla:  @BPP_PRMPER
31/12/2023 22:40:11 - : Ya existe en SAP complemento Campo BPP_PPCB de la tabla:  @BPP_PRMPER
31/12/2023 22:40:12 - : Ya existe en SAP complemento Campo BPP_RUCD de la tabla:  @BPP_PRMPER
31/12/2023 22:40:13 - : Ya existe en SAP complemento Campo BPP_SBOF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:14 - : Ya existe en SAP complemento Campo BPP_TAEF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:14 - : Ya existe en SAP complemento Campo BPP_TARE de la tabla:  @BPP_PRMPER
31/12/2023 22:40:15 - : Ya existe en SAP complemento Campo BPP_TREF de la tabla:  @BPP_PRMPER
31/12/2023 22:40:16 - : Ya existe en SAP complemento Campo BPP_TRRE de la tabla:  @BPP_PRMPER
31/12/2023 22:40:17 - : Ya existe en SAP complemento Campo BPP_NCTipoDoc de la tabla:  @BPP_PRMPER
31/12/2023 22:40:18 - : Ya existe en SAP complemento Campo BPP_Aper de la tabla:  @BPP_PRMPER
31/12/2023 22:40:20 - : Ya existe en SAP complemento Campo BPP_Cierre de la tabla:  @BPP_PRMPER
31/12/2023 22:40:21 - : Ya existe en SAP complemento Campo UIT de la tabla:  @BPP_PRMPER
31/12/2023 22:40:22 - : Ya existe en SAP complemento Campo BPP_CTADIFCambio de la tabla:  @BPP_PRMPER
31/12/2023 22:40:23 - : Ya existe en SAP complemento Campo BPP_DIGGASTO de la tabla:  @BPP_PRMPER
31/12/2023 22:40:24 - : Ya existe en SAP complemento Campo BPP_PorcDet de la tabla:  @STR_CODOPE
31/12/2023 22:40:25 - : Ya existe en SAP complemento Campo BPP_PrvD de la tabla:  @BPP_BATDTR
31/12/2023 22:40:26 - : Ya existe en SAP complemento Campo BPP_PrvH de la tabla:  @BPP_BATDTR
31/12/2023 22:40:27 - : Ya existe en SAP complemento Campo BPP_FchCntD de la tabla:  @BPP_BATDTR
31/12/2023 22:40:28 - : Ya existe en SAP complemento Campo BPP_FchCntH de la tabla:  @BPP_BATDTR
31/12/2023 22:40:29 - : Ya existe en SAP complemento Campo BPP_TotPag de la tabla:  @BPP_BATDTR
31/12/2023 22:40:30 - : Ya existe en SAP complemento Campo BPP_FchVncD de la tabla:  @BPP_BATDTR
31/12/2023 22:40:31 - : Ya existe en SAP complemento Campo BPP_FchVncH de la tabla:  @BPP_BATDTR
31/12/2023 22:40:32 - : Ya existe en SAP complemento Campo STR_FchEjec de la tabla:  @BPP_BATDTR
31/12/2023 22:40:33 - : Ya existe en SAP complemento Campo STR_BnkPais de la tabla:  @BPP_BATDTR
31/12/2023 22:40:34 - : Ya existe en SAP complemento Campo STR_BnkCdgo de la tabla:  @BPP_BATDTR
31/12/2023 22:40:35 - : Ya existe en SAP complemento Campo STR_BnkCnta de la tabla:  @BPP_BATDTR
31/12/2023 22:40:36 - : Ya existe en SAP complemento Campo STR_BnkMnda de la tabla:  @BPP_BATDTR
31/12/2023 22:40:37 - : Ya existe en SAP complemento Campo STR_TpoAsnt de la tabla:  @BPP_BATDTR
31/12/2023 22:40:38 - : Ya existe en SAP complemento Campo STR_MtoPrts de la tabla:  @BPP_BATDTR
31/12/2023 22:40:40 - : Ya existe en SAP complemento Campo STR_MtoCmsn de la tabla:  @BPP_BATDTR
31/12/2023 22:40:41 - : Ya existe en SAP complemento Campo STR_AsnRsp de la tabla:  @BPP_BATDTR
31/12/2023 22:40:42 - : Ya existe en SAP complemento Campo BPP_CodProv de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:43 - : Ya existe en SAP complemento Campo BPP_CodTrans de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:44 - : Ya existe en SAP complemento Campo BPP_TpDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:45 - : Ya existe en SAP complemento Campo BPP_NroDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:46 - : Ya existe en SAP complemento Campo BPP_CncDet de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:47 - : Ya existe en SAP complemento Campo BPP_ImpDet de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:48 - : Ya existe en SAP complemento Campo BPP_EstDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:49 - : Ya existe en SAP complemento Campo BPP_RznScl de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:50 - : Ya existe en SAP complemento Campo BPP_Selec de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:51 - : Ya existe en SAP complemento Campo BPP_FchDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:52 - : Ya existe en SAP complemento Campo BPP_DocEntry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:53 - : Ya existe en SAP complemento Campo BPP_AsDtr de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:54 - : Ya existe en SAP complemento Campo BPP_CodPry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:56 - : Ya existe en SAP complemento Campo BPP_DscPry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:40:57 - : Ya existe en SAP complemento Campo BPP_CDAG de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:40:58 - : Ya existe en SAP complemento Campo BPP_TPAG de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:40:59 - : Ya existe en SAP complemento Campo BPP_PRCT de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:41:00 - : Ya existe en SAP complemento Campo BPP_CRCD de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:01 - : Ya existe en SAP complemento Campo BPP_CDAG de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:02 - : Ya existe en SAP complemento Campo BPP_FCHI de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:03 - : Ya existe en SAP complemento Campo BPP_FCHF de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:04 - : Ya existe en SAP complemento Campo BPP_ACTV de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:05 - : Ya existe en SAP complemento Campo BPP_PRCT de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:06 - : Ya existe en SAP complemento Campo BPP_TPAG de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:41:07 - : Ya existe en SAP complemento Campo STR_Concepto de la tabla:  @STR_SETTINGS
31/12/2023 22:41:08 - : Ya existe en SAP complemento Campo STR_Descripcion de la tabla:  @STR_SETTINGS
31/12/2023 22:41:09 - : Ya existe en SAP complemento Campo STR_Valor de la tabla:  @STR_SETTINGS
31/12/2023 22:41:11 - : Ya existe en SAP complemento Campo RetImp de la tabla:  OWHT
31/12/2023 22:41:12 - : Ya existe en SAP complemento Campo IGV de la tabla:  OSTA
31/12/2023 22:41:13 - : Ya existe en SAP complemento Campo ISC de la tabla:  OSTA
31/12/2023 22:41:14 - : Ya existe en SAP complemento Campo IGV de la tabla:  OSTT
31/12/2023 22:41:15 - : Ya existe en SAP complemento Campo ISC de la tabla:  OSTT
31/12/2023 22:41:16 - : Ya existe en SAP complemento Campo BPP_CBALC de la tabla:  OACT
31/12/2023 22:41:17 - : Ya existe en SAP complemento Campo BPP_CLASCTA de la tabla:  OACT
31/12/2023 22:41:18 - : Ya existe en SAP complemento Campo BPP_CLASCTAFIN de la tabla:  OACT
31/12/2023 22:41:18 - : Ya existe en SAP complemento Campo BPP_CTABALANCE de la tabla:  OACT
31/12/2023 22:41:19 - : Ya existe en SAP complemento Campo BPP_ArCE de la tabla:  OITM
31/12/2023 22:41:20 - : Ya existe en SAP complemento Campo BPP_PrPc de la tabla:  OITM
31/12/2023 22:41:21 - : Ya existe en SAP complemento Campo BPP_TIPEXIST de la tabla:  OITM
31/12/2023 22:41:22 - : Ya existe en SAP complemento Campo BPP_TIPUNMED de la tabla:  OITM
31/12/2023 22:41:23 - : Ya existe en SAP complemento Campo BPP_ARTPRC de la tabla:  OITM
31/12/2023 22:41:24 - : Ya existe en SAP complemento Campo STR_Costeo de la tabla:  OITM
31/12/2023 22:41:25 - : Ya existe en SAP complemento Campo BPP_MDTS de la tabla:  OIGE
31/12/2023 22:41:26 - : Ya existe en SAP complemento Campo BPP_MDTD de la tabla:  OIGN
31/12/2023 22:41:27 - : Ya existe en SAP complemento Campo STR_Flete de la tabla:  WTR1
31/12/2023 22:41:28 - : Ya existe en SAP complemento Campo STR_CTPT de la tabla:  OITB
31/12/2023 22:41:29 - : Ya existe en SAP complemento Campo PRC_IMP de la tabla:  RCT2
31/12/2023 22:41:30 - : Ya existe en SAP complemento Campo PRC_PGO de la tabla:  RCT2
31/12/2023 22:41:31 - : Ya existe en SAP complemento Campo PRC_SLD de la tabla:  RCT2
31/12/2023 22:41:32 - : Ya existe en SAP complemento Campo PRC_TotLin de la tabla:  RCT2
31/12/2023 22:41:33 - : Ya existe en SAP complemento Campo BPP_PTSC de la tabla:  OVPM
31/12/2023 22:41:34 - : Ya existe en SAP complemento Campo BPP_PTCC de la tabla:  OVPM
31/12/2023 22:41:35 - : Ya existe en SAP complemento Campo BPP_MDTD de la tabla:  OVPM
31/12/2023 22:41:36 - : Ya existe en SAP complemento Campo BPP_AsPc de la tabla:  OVPM
31/12/2023 22:41:37 - : Ya existe en SAP complemento Campo STR_RETLET de la tabla:  ORCT
31/12/2023 22:41:38 - : Ya existe en SAP complemento Campo STR_RETPIE de la tabla:  ORCT
31/12/2023 22:41:39 - : Ya existe en SAP complemento Campo BPP_MPPG de la tabla:  ORCT
31/12/2023 22:41:41 - : Ya existe en SAP complemento Campo BPP_CHEQ de la tabla:  OPWZ
31/12/2023 22:41:42 - : Ya existe en SAP complemento Campo BPP_TRAN de la tabla:  OPWZ
31/12/2023 22:41:43 - : Ya existe en SAP complemento Campo OTR de la tabla:  OSTC
31/12/2023 22:41:44 - : Ya existe en SAP complemento Campo BPP_SubTDoc de la tabla:  OJDT
31/12/2023 22:41:45 - : Ya existe en SAP complemento Campo BPP_DocKeyDest de la tabla:  OJDT
31/12/2023 22:41:46 - : Ya existe en SAP complemento Campo BPP_CtaTdoc de la tabla:  OJDT
31/12/2023 22:41:47 - : Ya existe en SAP complemento Campo BPP_CTAPAT de la tabla:  JDT1
31/12/2023 22:41:48 - : Ya existe en SAP complemento Campo INFOPE01 de la tabla:  JDT1
31/12/2023 22:41:49 - : Ya existe en SAP complemento Campo INFOPE02 de la tabla:  JDT1
31/12/2023 22:41:50 - : Ya existe en SAP complemento Campo INFOPE03 de la tabla:  JDT1
31/12/2023 22:41:51 - : Ya existe en SAP complemento Campo STR_BsTyp de la tabla:  JDT1
31/12/2023 22:41:52 - : Ya existe en SAP complemento Campo STR_BsEnt de la tabla:  JDT1
31/12/2023 22:41:53 - : Ya existe en SAP complemento Campo BPP_MDSD de la tabla:  OPDN
31/12/2023 22:41:54 - : Ya existe en SAP complemento Campo BPP_AstDetrac de la tabla:  OPCH
31/12/2023 22:41:55 - : Ya existe en SAP complemento Campo BPP_CdBn de la tabla:  OPCH
31/12/2023 22:41:56 - : Ya existe en SAP complemento Campo BPP_CdOp de la tabla:  OPCH
31/12/2023 22:41:57 - : Ya existe en SAP complemento Campo BPP_CDAD de la tabla:  OPCH
31/12/2023 22:41:58 - : Ya existe en SAP complemento Campo BPP_DPFC de la tabla:  OPCH
31/12/2023 22:41:59 - : Ya existe en SAP complemento Campo BPP_DPNM de la tabla:  OPCH
31/12/2023 22:42:00 - : Ya existe en SAP complemento Campo BPP_MDBI de la tabla:  OPCH
31/12/2023 22:42:01 - : Ya existe en SAP complemento Campo BPP_MDCO de la tabla:  OPCH
31/12/2023 22:42:02 - : Ya existe en SAP complemento Campo BPP_MDFD de la tabla:  OPCH
31/12/2023 22:42:03 - : Ya existe en SAP complemento Campo BPP_MDSO de la tabla:  OPCH
31/12/2023 22:42:04 - : Ya existe en SAP complemento Campo BPP_MDTO de la tabla:  OPCH
31/12/2023 22:42:05 - : Ya existe en SAP complemento Campo BPP_SND de la tabla:  OPCH
31/12/2023 22:42:06 - : Ya existe en SAP complemento Campo BPP_MDND de la tabla:  OPCH
31/12/2023 22:42:07 - : Ya existe en SAP complemento Campo BPP_AsPc de la tabla:  OINV
31/12/2023 22:42:08 - : Ya existe en SAP complemento Campo BPP_TtPc de la tabla:  OINV
31/12/2023 22:42:09 - : Ya existe en SAP complemento Campo BPP_MDCD de la tabla:  OINV
31/12/2023 22:42:10 - : Ya existe en SAP complemento Campo BPP_MDNT de la tabla:  OINV
31/12/2023 22:42:11 - : Ya existe en SAP complemento Campo BPP_SDocDate de la tabla:  OINV
31/12/2023 22:42:12 - : Ya existe en SAP complemento Campo BPP_CdBn de la tabla:  OINV
31/12/2023 22:42:13 - : Ya existe en SAP complemento Campo BPP_CdOp de la tabla:  OINV
31/12/2023 22:42:14 - : Ya existe en SAP complemento Campo BPP_MDCT de la tabla:  OINV
31/12/2023 22:42:15 - : Ya existe en SAP complemento Campo BPP_MDMT de la tabla:  OINV
31/12/2023 22:42:16 - : Ya existe en SAP complemento Campo OUT_MNTO de la tabla:  OINV
31/12/2023 22:42:17 - : Ya existe en SAP complemento Campo STR_FECDETR de la tabla:  OINV
31/12/2023 22:42:18 - : Ya existe en SAP complemento Campo STR_FacNeg de la tabla:  OINV
31/12/2023 22:42:19 - : Ya existe en SAP complemento Campo BPP_PcAr de la tabla:  INV1
31/12/2023 22:42:20 - : Ya existe en SAP complemento Campo BPP_OPER de la tabla:  INV1
31/12/2023 22:42:21 - : Ya existe en SAP complemento Campo STR_CTA_FG de la tabla:  OCRD
31/12/2023 22:42:22 - : Ya existe en SAP complemento Campo BPP_CtaDetrac de la tabla:  OCRD
31/12/2023 22:42:23 - : Ya existe en SAP complemento Campo BPP_CtPc de la tabla:  OCRD
31/12/2023 22:42:24 - : Ya existe en SAP complemento Campo BPP_CAPc de la tabla:  OCRD
31/12/2023 22:42:25 - : Ya existe en SAP complemento Campo BPP_AGENTE de la tabla:  OCRD
31/12/2023 22:42:26 - : Ya existe en SAP complemento Campo BPP_BPAM de la tabla:  OCRD
31/12/2023 22:42:27 - : Ya existe en SAP complemento Campo BPP_BPAP de la tabla:  OCRD
31/12/2023 22:42:28 - : Ya existe en SAP complemento Campo BPP_BPNO de la tabla:  OCRD
31/12/2023 22:42:29 - : Ya existe en SAP complemento Campo BPP_BPTD de la tabla:  OCRD
31/12/2023 22:42:30 - : Ya existe en SAP complemento Campo BPP_BPTP de la tabla:  OCRD
31/12/2023 22:42:31 - : Ya existe en SAP complemento Campo empleado de la tabla:  OCRD
31/12/2023 22:42:32 - : Ya existe en SAP complemento Campo BPP_BPAT de la tabla:  OCRD
31/12/2023 22:42:33 - : Ya existe en SAP complemento Campo STR_AR de la tabla:  OCRD
31/12/2023 22:42:34 - : Ya existe en SAP complemento Campo STR_AP de la tabla:  OCRD
31/12/2023 22:42:35 - : Ya existe en SAP complemento Campo STR_BC de la tabla:  OCRD
31/12/2023 22:42:36 - : Ya existe en SAP complemento Campo STR_NH de la tabla:  OCRD
31/12/2023 22:42:37 - : Ya existe en SAP complemento Campo BPP_AGENTE de la tabla:  OCRD
31/12/2023 22:42:38 - : Ya existe en SAP complemento Campo STR_CODZONA de la tabla:  OCRD
31/12/2023 22:42:39 - : Ya existe en SAP complemento Campo STR_FEFO de la tabla:  OCRD
31/12/2023 22:42:40 - : Ya existe en SAP complemento Campo STR_Refund de la tabla:  OITM
31/12/2023 22:42:41 - : Ya existe en SAP complemento Campo AP_CDGC de la tabla:  @STR_ADLPRY
31/12/2023 22:42:42 - : Ya existe en SAP complemento Campo AP_NMBC de la tabla:  @STR_ADLPRY
31/12/2023 22:42:43 - : Ya existe en SAP complemento Campo AP_MNDA de la tabla:  @STR_ADLPRY
31/12/2023 22:42:44 - : Ya existe en SAP complemento Campo AP_TPCMB de la tabla:  @STR_ADLPRY
31/12/2023 22:42:45 - : Ya existe en SAP complemento Campo AP_FCHC de la tabla:  @STR_ADLPRY
31/12/2023 22:42:46 - : Ya existe en SAP complemento Campo AP_FCHV de la tabla:  @STR_ADLPRY
31/12/2023 22:42:47 - : Ya existe en SAP complemento Campo AP_FCHD de la tabla:  @STR_ADLPRY
31/12/2023 22:42:48 - : Ya existe en SAP complemento Campo AP_NROP de la tabla:  @STR_ADLPRY
31/12/2023 22:42:49 - : Ya existe en SAP complemento Campo AP_CTBN de la tabla:  @STR_ADLPRY
31/12/2023 22:42:50 - : Ya existe en SAP complemento Campo AP_TBFC de la tabla:  @STR_ADLPRY
31/12/2023 22:42:51 - : Ya existe en SAP complemento Campo AP_TBRF de la tabla:  @STR_ADLPRY
31/12/2023 22:42:52 - : Ya existe en SAP complemento Campo AP_MPSN de la tabla:  @STR_ADLPRY
31/12/2023 22:42:53 - : Ya existe en SAP complemento Campo AP_MNTT de la tabla:  @STR_ADLPRY
31/12/2023 22:42:54 - : Ya existe en SAP complemento Campo AP_CMNT de la tabla:  @STR_ADLPRY1
31/12/2023 22:42:55 - : Ya existe en SAP complemento Campo AP_IMPT de la tabla:  @STR_ADLPRY1
31/12/2023 22:42:56 - : Ya existe en SAP complemento Campo AP_PRYC de la tabla:  @STR_ADLPRY1
31/12/2023 22:42:57 - : Ya existe en SAP complemento Campo AP_NMCT de la tabla:  @STR_ADLPRY1
31/12/2023 22:42:59 - : Ya existe en SAP complemento Campo AP_SLCC de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:00 - : Ya existe en SAP complemento Campo AP_CNCP de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:01 - : Ya existe en SAP complemento Campo AP_CGCT de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:02 - : Ya existe en SAP complemento Campo AP_CSHF de la tabla:  @STR_ADLPRY
31/12/2023 22:43:03 - : Ya existe en SAP complemento Campo NMBCTALC de la tabla:  @STR_ADLPRYCNF
31/12/2023 22:43:04 - : Ya existe en SAP complemento Campo CDGCTALC de la tabla:  @STR_ADLPRYCNF
31/12/2023 22:43:05 - : Ya existe en SAP complemento Campo NMBCTAFC de la tabla:  @STR_ADLPRYCNF
31/12/2023 22:43:06 - : Ya existe en SAP complemento Campo CDGCTAFC de la tabla:  @STR_ADLPRYCNF
31/12/2023 22:43:07 - : Ya existe en SAP complemento Campo STR_Devengar de la tabla:  OPCH
31/12/2023 22:43:08 - : Ya existe en SAP complemento Campo STR_MCTC de la tabla:  @STR_LC_CONF
31/12/2023 22:43:09 - : Ya existe en SAP complemento Campo STR_SRCTC de la tabla:  @STR_LC_CONF
31/12/2023 22:43:10 - : Ya existe en SAP complemento Campo STR_TasaDTR de la tabla:  OPCH
31/12/2023 22:43:11 - : Ya existe en SAP complemento Campo STR_DetraccionPago de la tabla:  OPCH
31/12/2023 22:43:12 - : Ya existe en SAP complemento Campo CDGCTALG de la tabla:  @STR_ADLPRYCNF
31/12/2023 22:43:13 - : Ya existe en SAP complemento Campo AP_IMPTG de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:14 - : Ya existe en SAP complemento Campo AP_CGST de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:15 - : Ya existe en SAP complemento Campo AP_CGST de la tabla:  @STR_ADLPRY1
31/12/2023 22:43:16 - : Ya existe en SAP complemento Campo STR_MTAD de la tabla:  @STR_LC_CONF
31/12/2023 22:43:17 - : Ya existe en SAP complemento Campo STR_LC_CDST de la tabla:  OPRC
31/12/2023 22:43:18 - : Ya existe en SAP complemento Campo STR_LC_CDST de la tabla:  OOCR
31/12/2023 22:43:19 - : Ya existe en SAP complemento Campo STR_ADP de la tabla:  OPCH
31/12/2023 22:43:20 - : Ya existe en SAP complemento Campo STR_DESlcCmp de la tabla:  OWTQ
31/12/2023 22:43:21 - : Ya existe en SAP complemento Campo STR_DSTWSCD de la tabla:  PRQ1
31/12/2023 22:43:22 - : Ya existe en SAP complemento Campo STR_DIACT de la tabla:  @STR_LC_CONF
31/12/2023 22:43:23 - : Ya existe en SAP complemento Campo STR_DISFJ de la tabla:  @STR_LC_CONF
31/12/2023 22:43:24 - : Ya existe en SAP complemento Campo STR_Descripcion de la tabla:  OSCN
31/12/2023 22:43:26 - : Ya existe en SAP complemento Campo LO_ID de la tabla:  @STR_LOC_SYS
31/12/2023 22:43:27 - : Ya existe en SAP complemento Campo BPP_CdgCuenta de la tabla:  @BPP_CONFIG
31/12/2023 22:43:28 - : Ya existe en SAP complemento Campo BPP_NmbCuenta de la tabla:  @BPP_CONFIG
31/12/2023 22:43:29 - : Ya existe en SAP complemento Campo BPP_FmtCuenta de la tabla:  @BPP_CONFIG
31/12/2023 22:43:29 - : Ya existe en SAP complemento Campo BPP_NDiasDtrac de la tabla:  @BPP_CONFIG
31/12/2023 22:43:30 - : Ya existe en SAP complemento Campo BPP_CdgAddon de la tabla:  @BPP_CONFIG
31/12/2023 22:43:31 - : Ya existe en SAP complemento Campo STR_CTFNG de la tabla:  @BPP_CONFIG
31/12/2023 22:43:32 - : Ya existe en SAP complemento Campo STR_CTPRT de la tabla:  @BPP_CONFIG
31/12/2023 22:43:33 - : Ya existe en SAP complemento Campo STR_CTCMS de la tabla:  @BPP_CONFIG
31/12/2023 22:43:34 - : Ya existe en SAP complemento Campo STR_CTRSP de la tabla:  @BPP_CONFIG
31/12/2023 22:43:35 - : Ya existe en SAP complemento Campo BPP_TpoDoc de la tabla:  @BPP_NROANUL
31/12/2023 22:43:36 - : Ya existe en SAP complemento Campo BPP_TpoSUNAT de la tabla:  @BPP_NROANUL
31/12/2023 22:43:37 - : Ya existe en SAP complemento Campo BPP_Serie de la tabla:  @BPP_NROANUL
31/12/2023 22:43:38 - : Ya existe en SAP complemento Campo BPP_Correlativo de la tabla:  @BPP_NROANUL
31/12/2023 22:43:39 - : Ya existe en SAP complemento Campo BPP_FchAnul de la tabla:  @BPP_NROANUL
31/12/2023 22:43:40 - : Ya existe en SAP complemento Campo BPP_Comentarios de la tabla:  @BPP_NROANUL
31/12/2023 22:43:41 - : Ya existe en SAP complemento Campo BPP_Form de la tabla:  @BPP_TIPOXFORM
31/12/2023 22:43:42 - : Ya existe en SAP complemento Campo BPP_Tipo de la tabla:  @BPP_TIPOXFORM
31/12/2023 22:43:43 - : Ya existe en SAP complemento Campo BPP_PorDefecto de la tabla:  @BPP_TIPOXFORM
31/12/2023 22:43:44 - : Ya existe en SAP complemento Campo STR_IMPUESTO de la tabla:  @STR_CLMIMP
31/12/2023 22:43:45 - : Ya existe en SAP complemento Campo STR_COLUMNA de la tabla:  @STR_CLMIMP
31/12/2023 22:43:46 - : Ya existe en SAP complemento Campo STR_FORMATO de la tabla:  @STR_CLMIMP
31/12/2023 22:43:47 - : Ya existe en SAP complemento Campo BPP_FcDd de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:48 - : Ya existe en SAP complemento Campo BPP_FcHt de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:50 - : Ya existe en SAP complemento Campo BPP_FvDd de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:51 - : Ya existe en SAP complemento Campo BPP_FvHt de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:52 - : Ya existe en SAP complemento Campo BPP_PvDd de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:53 - : Ya existe en SAP complemento Campo BPP_PvHt de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:54 - : Ya existe en SAP complemento Campo BPP_TtPg de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:55 - : Ya existe en SAP complemento Campo BPP_CtTr de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:56 - : Ya existe en SAP complemento Campo BPP_PtFC de la tabla:  @BPP_PAYDTR
